Player1,Player2,Result
RangedRushImproved,DameBot,DRAW
RangedRushImproved,DameBot,DRAW
RangedRushImproved,DameBot,DRAW
RangedRushImproved,DameBot,DRAW
RangedRushImproved,DameBot,DRAW
RangedRushImproved,DameBot,DRAW
