Player1,Player2,Result
RangedRushImproved,BradyBot,WIN
RangedRushImproved,BradyBot,LOSE
RangedRushImproved,BradyBot,WIN
RangedRushImproved,BradyBot,LOSE
RangedRushImproved,BradyBot,WIN
RangedRushImproved,BradyBot,LOSE
