Player1,Player2,Result
DameBot,BradyBot,LOSE
DameBot,BradyBot,WIN
DameBot,BradyBot,LOSE
DameBot,BradyBot,WIN
DameBot,BradyBot,LOSE
DameBot,BradyBot,WIN
