Player1,Player2,Result
WorkerRush,BradyBot,LOSE
WorkerRush,BradyBot,LOSE
WorkerRush,BradyBot,LOSE
WorkerRush,BradyBot,LOSE
WorkerRush,BradyBot,LOSE
WorkerRush,BradyBot,LOSE
