Player1,Player2,Result
BradyBot,RangedRushImproved,LOSE
BradyBot,RangedRushImproved,WIN
BradyBot,RangedRushImproved,LOSE
BradyBot,RangedRushImproved,WIN
BradyBot,RangedRushImproved,LOSE
BradyBot,RangedRushImproved,WIN
