Player1,Player2,Result
RangedRushImproved,DameBot,WIN
RangedRushImproved,DameBot,WIN
RangedRushImproved,DameBot,WIN
RangedRushImproved,DameBot,WIN
RangedRushImproved,DameBot,WIN
RangedRushImproved,DameBot,WIN
