Player1,Player2,Result
CoacAI,LightRush,WIN
CoacAI,LightRush,WIN
CoacAI,LightRush,WIN
CoacAI,LightRush,WIN
CoacAI,LightRush,WIN
CoacAI,LightRush,WIN
