Player1,Player2,Result
DameBot,BradyBot,LOSE
DameBot,BradyBot,LOSE
DameBot,BradyBot,LOSE
DameBot,BradyBot,LOSE
DameBot,BradyBot,LOSE
DameBot,BradyBot,LOSE
