Player1,Player2,Result
HSBot,DameBot,DRAW
HSBot,DameBot,DRAW
HSBot,DameBot,DRAW
HSBot,DameBot,DRAW
HSBot,DameBot,DRAW
HSBot,DameBot,DRAW
