Player1,Player2,Result
LightRush,RangedRushImproved,LOSE
LightRush,RangedRushImproved,WIN
LightRush,RangedRushImproved,LOSE
LightRush,RangedRushImproved,WIN
LightRush,RangedRushImproved,LOSE
LightRush,RangedRushImproved,WIN
