Player1,Player2,Result
BradyBot,LightRush,WIN
BradyBot,LightRush,WIN
BradyBot,LightRush,WIN
BradyBot,LightRush,WIN
BradyBot,LightRush,WIN
BradyBot,LightRush,WIN
