Player1,Player2,Result
HSBot,RangedRushImproved,WIN
HSBot,RangedRushImproved,WIN
HSBot,RangedRushImproved,WIN
HSBot,RangedRushImproved,WIN
HSBot,RangedRushImproved,WIN
HSBot,RangedRushImproved,WIN
