Player1,Player2,Result
WorkerRush,CoacAI,LOSE
WorkerRush,CoacAI,WIN
WorkerRush,CoacAI,LOSE
WorkerRush,CoacAI,WIN
WorkerRush,CoacAI,LOSE
WorkerRush,CoacAI,WIN
