Player1,Player2,Result
LightRush,WorkerRush,LOSE
LightRush,WorkerRush,LOSE
LightRush,WorkerRush,LOSE
LightRush,WorkerRush,LOSE
LightRush,WorkerRush,LOSE
LightRush,WorkerRush,LOSE
