Player1,Player2,Result
RangedRushImproved,CoacAI,LOSE
RangedRushImproved,CoacAI,LOSE
RangedRushImproved,CoacAI,LOSE
RangedRushImproved,CoacAI,LOSE
RangedRushImproved,CoacAI,LOSE
RangedRushImproved,CoacAI,LOSE
