Player1,Player2,Result
DameBot,CoacAI,LOSE
DameBot,CoacAI,LOSE
DameBot,CoacAI,LOSE
DameBot,CoacAI,LOSE
DameBot,CoacAI,LOSE
DameBot,CoacAI,LOSE
