Player1,Player2,Result
CoacAI,WorkerRush,WIN
CoacAI,WorkerRush,LOSE
CoacAI,WorkerRush,WIN
CoacAI,WorkerRush,LOSE
CoacAI,WorkerRush,WIN
CoacAI,WorkerRush,LOSE
