Player1,Player2,Result
WorkerRush,RangedRushImproved,WIN
WorkerRush,RangedRushImproved,WIN
WorkerRush,RangedRushImproved,WIN
WorkerRush,RangedRushImproved,WIN
WorkerRush,RangedRushImproved,WIN
WorkerRush,RangedRushImproved,WIN
