Player1,Player2,Result
RangedRushImproved,LightRush,LOSE
RangedRushImproved,LightRush,LOSE
RangedRushImproved,LightRush,LOSE
RangedRushImproved,LightRush,LOSE
RangedRushImproved,LightRush,LOSE
RangedRushImproved,LightRush,LOSE
