Player1,Player2,Result
RangedRushImproved,HSBot,LOSE
RangedRushImproved,HSBot,LOSE
RangedRushImproved,HSBot,LOSE
RangedRushImproved,HSBot,LOSE
RangedRushImproved,HSBot,LOSE
RangedRushImproved,HSBot,LOSE
