Player1,Player2,Result
DameBot,RangedRushImproved,LOSE
DameBot,RangedRushImproved,WIN
DameBot,RangedRushImproved,LOSE
DameBot,RangedRushImproved,WIN
DameBot,RangedRushImproved,LOSE
DameBot,RangedRushImproved,WIN
