Player1,Player2,Result
WorkerRush,HSBot,LOSE
WorkerRush,HSBot,LOSE
WorkerRush,HSBot,LOSE
WorkerRush,HSBot,LOSE
WorkerRush,HSBot,LOSE
WorkerRush,HSBot,LOSE
