Player1,Player2,Result
CoacAI,RangedRushImproved,WIN
CoacAI,RangedRushImproved,WIN
CoacAI,RangedRushImproved,WIN
CoacAI,RangedRushImproved,WIN
CoacAI,RangedRushImproved,WIN
CoacAI,RangedRushImproved,WIN
