Player1,Player2,Result
DameBot,HSBot,LOSE
DameBot,HSBot,LOSE
DameBot,HSBot,LOSE
DameBot,HSBot,LOSE
DameBot,HSBot,LOSE
DameBot,HSBot,LOSE
