Player1,Player2,Result
BradyBot,WorkerRush,WIN
BradyBot,WorkerRush,WIN
BradyBot,WorkerRush,WIN
BradyBot,WorkerRush,WIN
BradyBot,WorkerRush,LOSE
BradyBot,WorkerRush,WIN
